critical_issues,serious_issues,moderate_issues,minor_issues,total_elements,wcag_level,compliance_score
4,45,65,69,773,1,77.36093143596378
6,13,20,73,636,0,86.16352201257861
19,46,99,79,939,1,73.85516506922258
19,7,43,67,251,2,50.199203187250994
3,14,46,149,494,2,70.1417004048583
5,26,38,76,968,0,87.08677685950414
6,12,28,115,982,2,88.23828920570264
17,48,53,5,346,2,53.32369942196532
4,30,89,74,357,2,49.85994397759104
19,34,84,87,772,2,71.9559585492228
2,5,16,2,542,1,94.74169741697418
6,4,79,51,387,1,68.34625322997415
13,21,59,73,994,0,84.6076458752515
6,48,30,124,972,2,81.89300411522633
4,22,72,64,695,2,79.13669064748201
4,24,94,51,891,2,81.64983164983165
1,33,77,75,115,0,0.0
5,25,48,141,841,1,80.26159334126041
14,46,1,88,471,2,69.85138004246285
9,4,47,71,589,1,81.91850594227503
6,25,13,67,973,0,90.13360739979446
4,19,58,137,678,1,75.95870206489676
0,5,96,114,542,2,70.38745387453875
12,5,98,56,931,1,83.0827067669173
17,49,57,65,366,1,46.174863387978135
12,17,57,89,991,0,84.76286579212916
17,3,50,49,886,0,87.24604966139955
4,16,83,13,675,0,82.0
12,13,1,15,124,0,58.064516129032256
3,13,40,41,763,1,88.72870249017038
16,12,82,109,988,1,81.12348178137651
2,6,81,21,108,0,3.2407407407407476
16,43,15,67,435,0,66.66666666666667
10,14,3,18,64,2,17.1875
19,18,11,65,280,2,61.25
3,42,28,72,666,0,80.03003003003003
1,46,6,146,726,1,79.3388429752066
19,43,13,143,248,0,24.596774193548384
15,34,11,53,965,1,87.72020725388602
17,16,98,111,403,1,47.51861042183623
7,34,4,17,84,2,7.738095238095227
2,18,80,116,211,0,19.90521327014217
8,19,31,84,806,0,85.42183622828784
19,35,73,138,848,1,72.58254716981132
5,34,42,38,944,0,87.07627118644068
9,31,80,104,520,2,62.21153846153846
9,47,68,67,580,2,67.24137931034483
12,43,44,24,841,0,82.81807372175982
16,39,8,122,901,0,82.2974472807991
8,23,48,120,472,2,66.41949152542372
16,16,32,60,397,0,70.27707808564232
8,6,99,99,743,1,76.64872139973082
8,42,99,50,984,0,79.369918699187
0,49,17,97,962,1,85.55093555093555
1,0,8,136,196,0,60.204081632653065
15,34,61,1,423,0,66.31205673758865
0,31,56,4,737,2,85.82089552238806
9,35,28,85,724,1,80.52486187845304
17,12,77,132,465,2,58.064516129032256
7,5,24,67,736,0,89.2663043478261
10,13,14,8,543,2,89.41068139963167
1,36,5,92,608,0,82.40131578947368
7,47,41,149,305,0,34.42622950819673
7,14,28,137,735,0,82.10884353741497
16,46,78,124,152,1,0.0
14,3,92,60,170,1,9.117647058823536
16,39,3,50,468,1,74.67948717948718
12,15,81,9,399,2,66.91729323308272
18,27,56,133,706,0,71.81303116147309
4,15,48,61,91,2,0.0
11,3,43,112,416,2,69.83173076923077
0,44,79,132,78,0,0.0
4,25,74,121,941,2,80.87141339001063
7,27,13,122,834,0,84.59232613908873
12,31,2,62,63,0,0.0
7,44,61,110,969,0,79.77296181630547
10,1,63,88,867,0,85.17877739331027
0,30,44,50,874,2,86.95652173913044
12,2,81,131,534,2,67.50936329588015
18,7,57,103,238,2,34.87394957983193
2,23,19,122,921,1,87.13355048859935
16,14,57,47,344,2,61.19186046511628
4,42,88,31,232,2,24.784482758620683
19,30,56,119,913,1,78.25848849945235
7,8,76,98,597,0,74.70686767169178
13,38,67,73,931,0,79.96777658431793
3,44,77,33,86,0,0.0
10,1,96,69,63,1,0.0
19,7,91,109,972,2,80.04115226337449
14,6,51,15,684,2,86.03801169590643
18,43,36,58,644,2,74.30124223602485
6,38,7,18,208,2,59.13461538461539
18,41,43,94,543,1,65.4696132596685
18,15,97,112,378,2,44.047619047619044
10,34,4,40,663,0,85.6711915535445
4,29,68,80,898,1,82.23830734966592
4,9,30,102,132,1,22.348484848484844
7,37,44,53,605,0,76.85950413223141
9,17,8,94,629,0,84.34022257551669
5,49,31,146,609,2,69.21182266009852
14,4,32,61,618,0,84.38511326860842
15,28,66,98,636,1,70.59748427672956
16,38,29,92,71,1,0.0
7,33,75,64,181,1,5.801104972375697
7,42,28,67,514,2,73.0544747081712
8,44,2,27,505,2,80.6930693069307
1,22,89,17,351,0,62.250712250712255
14,4,56,25,979,2,89.53013278855975
17,29,29,103,316,2,50.0
2,5,8,146,848,1,89.09198113207547
16,45,25,54,444,1,65.87837837837839
3,43,1,118,169,0,22.7810650887574
3,3,61,123,295,1,54.91525423728814
13,28,2,133,617,2,77.87682333873582
8,22,45,128,87,0,0.0
8,5,67,7,294,0,68.02721088435374
17,31,24,50,70,1,0.0
9,41,50,84,159,1,0.0
3,17,12,24,655,1,91.52671755725191
11,14,43,82,443,0,71.33182844243792
7,39,34,92,459,1,66.7755991285403
1,31,54,116,697,2,76.97274031563845
12,8,86,137,792,0,75.94696969696969
15,36,8,55,57,1,0.0
1,9,1,11,493,2,95.53752535496957
10,19,60,119,377,2,55.43766578249337
9,5,40,70,936,1,89.26282051282051
14,47,43,16,339,2,55.899705014749266
16,2,63,121,812,0,80.48029556650246
7,41,30,123,560,0,70.17857142857143
17,10,46,9,961,2,89.64620187304891
8,42,1,30,410,0,76.82926829268293
7,16,95,59,958,1,83.0375782881002
13,31,81,69,648,2,70.98765432098764
17,3,76,16,765,0,83.98692810457516
19,3,68,49,268,1,49.626865671641795
19,16,57,36,455,1,69.8901098901099
11,40,43,117,802,0,77.11970074812967
18,18,73,79,972,2,81.94444444444444
13,4,55,10,881,1,89.55732122587969
16,31,42,133,819,1,77.16727716727716
2,21,88,122,670,1,72.46268656716418
6,5,33,34,817,1,91.49326805385557
16,34,29,32,843,2,84.81613285883748
11,21,70,17,269,0,50.92936802973978
8,0,69,12,644,0,85.86956521739131
14,19,54,89,156,0,0.6410256410256352
17,21,66,109,630,1,70.47619047619048
12,47,12,0,658,2,83.8145896656535
7,10,2,62,773,0,91.97930142302717
13,12,25,33,335,2,74.4776119402985
7,41,56,102,798,0,77.13032581453635
13,2,23,9,57,1,0.8771929824561369
6,8,52,127,855,0,83.68421052631578
11,11,69,6,238,1,53.57142857142857
10,22,42,55,130,1,5.769230769230774
10,13,59,79,157,0,12.101910828025481
12,32,57,11,370,2,63.648648648648646
17,17,48,144,628,1,71.41719745222929
1,48,41,47,735,2,81.156462585034
14,40,75,25,395,0,55.56962025316456
19,8,99,111,912,1,77.57675438596492
17,22,65,121,377,2,48.93899204244032
14,9,10,11,604,1,90.56291390728477
18,18,97,148,748,0,68.71657754010695
11,46,89,41,351,1,42.87749287749287
12,4,17,60,249,0,69.07630522088354
10,46,84,57,942,2,78.60934182590233
4,22,99,33,468,1,66.55982905982907
0,29,51,6,88,2,0.0
2,24,45,108,781,0,82.202304737516
18,27,43,34,356,0,61.657303370786515
6,33,21,14,53,2,0.0
11,44,52,24,682,2,77.71260997067449
14,47,58,58,897,0,79.31995540691193
4,46,93,78,126,2,0.0
14,24,29,85,517,0,73.79110251450678
7,9,7,133,228,2,55.70175438596491
9,13,97,87,694,0,74.35158501440922
15,41,56,148,872,0,74.59862385321101
7,45,72,70,790,1,76.13924050632912
0,29,19,120,325,0,62.30769230769231
11,40,24,92,201,0,24.378109452736325
4,24,18,95,213,1,48.59154929577465
2,13,4,31,339,1,87.31563421828909
0,34,74,52,427,2,64.63700234192038
3,47,78,58,670,2,72.61194029850746
7,33,71,68,687,0,75.47307132459972
2,9,82,131,801,2,79.40074906367042
9,34,86,85,359,2,44.986072423398326
1,10,26,17,979,0,94.73953013278856
10,10,39,80,962,1,88.14968814968815
9,20,95,113,438,1,54.45205479452055
13,20,25,23,906,0,89.79028697571744
6,21,26,65,707,0,85.57284299858557
1,44,61,140,813,0,75.52275522755228
8,6,82,61,232,0,40.73275862068966
15,16,49,53,870,0,85.11494252873564
12,1,41,142,355,0,61.267605633802816
8,11,28,130,121,2,0.0
19,41,38,36,268,2,41.97761194029851
3,17,59,36,768,2,85.87239583333333
9,10,40,130,222,1,37.83783783783784
11,15,32,34,702,0,86.68091168091168
16,48,82,123,321,0,22.89719626168224
13,17,82,17,775,2,81.6774193548387
13,34,96,121,517,1,54.83558994197292
1,25,15,47,318,2,75.47169811320755
19,15,22,16,69,0,0.0
10,5,6,134,627,0,83.97129186602871
15,43,25,56,864,2,82.92824074074073
18,42,95,7,552,2,64.22101449275362
5,46,11,127,196,0,21.683673469387756
18,46,71,116,478,2,51.04602510460251
4,47,4,55,214,0,48.5981308411215
3,41,91,125,939,2,76.46432374866879
14,11,68,58,359,1,60.5849582172702
3,12,48,57,567,0,82.27513227513228
19,3,25,139,63,1,0.0
9,38,4,107,181,2,26.79558011049724
2,1,21,73,903,1,93.02325581395348
4,25,78,147,804,2,75.49751243781094
5,26,12,100,488,1,77.25409836065575
7,26,27,47,792,1,86.93181818181819
6,14,32,70,789,1,87.32572877059569
9,7,22,115,723,0,85.06224066390041
5,6,96,121,844,1,79.20616113744076
13,46,17,77,312,2,51.76282051282051
3,45,29,28,692,2,83.16473988439307
12,39,25,92,992,0,84.52620967741936
19,11,15,72,274,0,61.496350364963504
16,12,76,99,307,2,42.83387622149837
6,42,38,73,283,1,47.17314487632509
3,16,32,94,385,2,71.68831168831169
13,16,25,16,458,0,81.87772925764192
2,35,47,136,877,0,80.44469783352338
4,20,64,96,73,2,0.0
15,7,37,8,320,1,74.53125
19,4,1,134,144,1,22.222222222222214
3,25,5,143,191,0,37.17277486910995
1,15,45,18,743,2,89.43472409152086
17,35,49,133,767,2,73.66362451108213
18,27,37,113,951,0,82.12407991587803
18,28,87,138,130,2,0.0
16,46,17,124,323,0,44.27244582043344
13,11,26,60,325,1,69.6923076923077
18,36,40,41,932,1,83.8519313304721
12,29,71,12,514,2,71.88715953307393
11,22,91,139,257,1,16.14785992217898
5,15,73,84,345,1,57.2463768115942
3,13,16,19,88,0,42.04545454545454
18,9,61,49,997,0,86.45937813440321
15,6,28,91,337,2,66.61721068249258
12,44,57,87,173,0,0.0
3,36,69,68,925,2,82.37837837837839
16,28,77,36,332,2,49.096385542168676
0,2,21,139,927,0,89.91370010787486
17,14,5,98,229,1,52.40174672489083
19,35,25,124,146,1,0.0
16,46,38,53,240,1,31.04166666666667
14,45,11,129,123,1,0.0
10,18,98,40,496,2,66.73387096774194
12,12,13,44,834,1,90.7673860911271
0,41,21,102,546,2,75.54945054945055
16,20,50,105,610,0,73.03278688524591
5,36,22,136,533,0,71.10694183864916
3,26,47,127,898,2,82.6837416481069
19,28,70,85,771,1,75.03242542153048
15,19,49,46,165,2,20.909090909090907
14,24,88,4,584,1,73.63013698630137
14,5,12,0,147,1,67.68707482993197
5,35,84,43,377,2,55.43766578249337
14,1,9,149,958,2,88.20459290187891
13,21,54,37,456,1,71.49122807017544
10,31,8,18,362,2,76.93370165745856
6,15,78,114,751,1,77.43009320905459
8,17,51,86,743,2,81.76312247644684
15,4,1,122,197,0,50.253807106598984
4,35,24,81,391,1,68.0306905370844
19,29,12,140,544,0,69.94485294117646
9,44,97,57,997,2,78.98696088264795
17,18,50,145,72,0,0.0
2,22,57,66,154,2,17.532467532467535
12,33,33,121,724,1,76.93370165745856
10,12,34,86,628,2,81.68789808917198
16,42,2,130,851,2,80.9635722679201
12,28,58,54,850,1,82.23529411764706
5,35,69,88,607,2,71.08731466227349
16,21,47,57,642,1,78.34890965732087
12,46,63,62,990,2,81.11111111111111
18,35,18,90,708,1,78.60169491525423
18,8,66,51,271,0,48.523985239852394
9,38,81,125,904,2,75.82964601769912
2,18,72,23,64,2,0.0
13,37,75,71,940,2,79.57446808510639
18,5,4,8,682,1,92.44868035190616
4,46,66,109,127,2,0.0
4,14,10,93,371,1,76.95417789757413
19,19,93,116,856,2,74.5911214953271
16,8,67,82,290,0,47.58620689655172
9,31,68,79,67,2,0.0
4,3,0,148,817,0,89.4124847001224
3,49,90,99,503,1,56.461232604373755
5,17,91,39,492,0,70.32520325203252
3,4,62,102,977,2,87.20573183213921
6,19,28,61,326,2,69.6319018404908
6,22,81,68,473,1,66.17336152219873
17,10,11,141,525,2,75.14285714285714
2,36,76,108,76,2,0.0
0,21,40,3,563,1,87.03374777975134
3,3,1,71,914,1,94.8577680525164
5,28,36,16,513,0,81.28654970760235
8,43,44,113,856,1,78.85514018691589
13,33,79,84,873,2,77.4914089347079
11,12,47,56,412,1,72.0873786407767
19,41,23,106,432,2,59.375
3,8,98,47,800,0,82.5625
11,41,21,116,574,1,71.68989547038328
9,30,99,30,431,2,58.932714617169374
6,6,10,111,233,1,62.8755364806867
2,3,57,46,243,1,63.58024691358025
13,18,45,133,511,1,67.8082191780822
9,41,28,107,105,1,0.0
15,29,34,71,279,0,48.74551971326165
15,30,14,70,538,2,76.95167286245353
9,34,59,107,77,1,0.0
12,20,94,52,881,2,80.24971623155506
5,30,41,141,632,0,73.65506329113924
11,18,42,15,771,2,87.22438391699092
8,30,79,115,233,2,15.236051502145926
12,31,73,72,474,0,62.130801687763714
3,1,48,73,424,1,78.30188679245283
10,9,63,80,917,2,85.1145038167939
19,1,31,11,90,2,15.555555555555557
17,1,63,127,533,1,69.60600375234522
10,23,1,69,309,1,70.873786407767
3,16,23,146,490,2,74.28571428571429
17,31,86,40,975,0,80.87179487179488
0,15,65,58,905,1,87.12707182320442
6,15,37,88,133,1,13.157894736842096
5,45,30,23,95,0,0.0
14,38,25,143,489,2,62.88343558282208
17,30,28,79,720,1,79.65277777777777
10,42,66,133,905,2,76.1878453038674
19,23,77,131,568,2,62.147887323943664
14,0,24,91,894,2,89.09395973154362
15,10,47,91,487,0,71.7659137577002
6,20,64,80,185,2,21.08108108108108
9,3,52,141,232,2,37.5
11,6,66,70,758,1,82.58575197889182
13,25,89,64,221,1,16.51583710407239
4,46,17,51,958,0,87.52609603340292
17,49,8,29,910,0,85.71428571428572
4,11,37,98,837,1,86.79808841099164
2,30,86,97,639,1,71.28325508607199
4,16,20,41,977,0,92.57932446264074
16,32,64,138,739,2,71.17726657645467
18,10,20,26,588,0,85.71428571428572
18,27,26,71,169,2,18.34319526627219
11,31,69,17,330,1,55.75757575757576
8,0,43,76,357,1,72.82913165266106
0,46,99,44,757,1,74.9009247027741
17,27,27,114,326,2,51.38036809815951
3,41,44,86,579,0,73.3160621761658
9,6,16,139,344,2,67.29651162790697
6,1,39,91,832,0,88.22115384615384
0,41,2,21,102,0,27.450980392156865
16,23,75,91,855,0,78.12865497076024
1,3,75,76,481,1,75.15592515592516
10,43,65,24,101,0,0.0
8,18,45,107,777,1,81.78893178893179
6,25,85,134,121,0,0.0
16,10,86,108,77,0,0.0
16,39,29,133,518,1,64.0926640926641
1,49,68,23,961,1,83.87096774193549
5,42,8,18,813,2,88.92988929889299
13,10,84,82,935,0,82.24598930481284
5,44,10,114,961,1,85.11966701352758
1,2,68,8,596,2,87.08053691275168
0,11,98,111,450,2,62.22222222222222
9,2,90,101,250,1,35.39999999999999
4,41,65,47,810,0,80.49382716049382
1,26,87,68,660,2,75.45454545454545
15,48,30,118,869,0,78.02071346375143
1,1,32,44,515,0,88.83495145631068
9,48,38,124,701,2,72.89586305278173
1,15,93,13,644,1,80.74534161490683
15,1,45,133,609,0,76.51888341543514
15,29,36,134,839,1,78.96305125148987
18,19,91,36,428,2,59.46261682242991
6,37,59,52,809,0,81.1495673671199
11,27,30,17,944,1,89.30084745762711
14,24,10,37,226,1,59.070796460176986
7,31,86,128,101,0,0.0
5,9,1,43,128,1,64.0625
9,41,26,46,434,1,70.39170506912441
2,39,98,34,883,2,79.89807474518686
18,32,1,59,625,2,81.68
16,12,20,89,57,1,0.0
6,40,57,51,263,1,41.25475285171103
19,41,4,7,74,0,0.0
3,46,51,106,499,2,64.12825651302606
13,36,44,130,817,0,76.86658506731946
19,15,84,141,804,1,73.2587064676617
14,44,92,95,506,0,53.85375494071146
7,21,19,25,510,1,84.90196078431373
14,19,60,110,247,2,30.566801619433207
19,49,37,122,143,2,0.0
13,42,19,50,768,1,82.68229166666666
8,26,24,122,996,2,85.94377510040161
7,40,1,4,486,1,84.15637860082305
16,15,31,76,576,0,78.55902777777777
1,33,25,0,739,1,89.64817320703654
2,31,69,10,427,0,70.84309133489461
7,25,40,7,636,1,85.062893081761
11,24,66,31,153,2,8.82352941176471
0,1,96,27,855,1,87.01754385964912
9,11,0,130,729,1,86.35116598079561
19,39,50,127,676,1,68.93491124260355
2,8,4,61,88,2,42.61363636363637
5,11,12,26,507,1,89.8422090729783
6,25,18,44,413,2,78.32929782082324
19,8,11,104,834,1,86.45083932853717
17,9,47,91,184,0,23.91304347826086
10,31,24,24,423,1,75.76832151300236
18,33,56,43,281,0,41.99288256227758
4,47,34,141,88,2,0.0
18,19,75,135,852,2,75.70422535211267
10,38,93,141,868,1,72.2926267281106
11,1,4,79,96,2,30.208333333333343
9,0,97,81,85,1,0.0
7,35,21,134,881,2,82.46311010215663
8,23,76,87,144,0,0.0
3,26,56,126,410,2,60.0
4,1,46,54,574,0,85.62717770034843
7,30,53,140,195,1,6.666666666666671
8,13,2,55,966,1,93.27122153209109
14,1,52,14,417,1,78.77697841726618
14,28,83,57,114,0,0.0
15,14,30,87,277,1,55.05415162454874
13,11,68,96,803,1,80.2615193026152
7,36,87,143,569,0,60.19332161687171
17,27,32,7,865,2,87.28323699421965
9,19,71,39,902,1,84.81152993348115
19,38,87,13,604,2,68.79139072847681
5,23,49,52,805,2,85.15527950310559
11,20,83,126,230,1,13.91304347826086
1,9,15,79,550,1,87.27272727272728
6,45,75,114,646,0,67.26006191950464
15,13,76,133,204,0,5.882352941176478
2,36,38,54,836,1,85.28708133971293
12,17,88,43,584,2,72.77397260273973
2,23,45,17,676,0,86.3905325443787
17,13,95,15,867,0,82.00692041522491
10,33,87,11,484,1,66.52892561983471
7,11,46,147,860,1,82.55813953488372
5,21,43,44,148,1,28.040540540540533
0,5,8,92,665,1,90.75187969924812
0,35,86,21,421,0,64.60807600950119
7,44,49,96,612,0,71.07843137254902
4,35,76,46,411,0,61.19221411192214
15,21,59,28,161,2,16.459627329192557
10,13,95,44,502,0,68.82470119521912
4,15,14,76,805,0,89.75155279503106
3,35,35,8,218,1,55.27522935779817
5,24,62,23,633,0,81.12164296998421
13,31,68,14,188,0,21.54255319148936
18,32,85,12,897,0,80.49052396878484
8,44,79,90,280,1,26.428571428571416
11,35,40,100,288,0,42.88194444444444
10,19,73,70,302,0,48.17880794701986
13,17,23,121,485,2,72.16494845360825
15,37,81,75,968,2,78.92561983471074
0,2,48,115,610,2,82.21311475409836
12,22,17,60,471,2,77.91932059447983
12,31,6,125,352,1,60.51136363636363
1,44,3,0,121,2,41.32231404958677
3,15,89,67,312,0,51.6025641025641
5,4,68,87,883,2,85.56058890147226
4,3,59,20,271,1,69.92619926199262
2,20,54,134,126,2,0.0
0,39,15,2,111,2,32.88288288288288
3,13,98,50,520,1,71.4423076923077
19,38,89,78,206,1,0.0
1,30,81,94,855,1,79.53216374269006
4,13,28,122,174,1,33.04597701149426
2,5,22,5,790,1,95.44303797468355
8,11,13,16,901,1,94.06215316315205
19,15,78,116,210,0,6.428571428571431
5,16,48,59,590,2,81.10169491525424
17,44,32,149,675,2,69.4074074074074
5,22,24,124,640,1,79.84375
18,13,20,80,584,1,80.22260273972603
11,6,16,84,155,0,42.58064516129032
10,45,22,50,180,0,25.27777777777777
1,31,56,138,406,1,57.26600985221675
14,14,80,70,734,0,77.6566757493188
11,43,57,38,825,0,80.30303030303031
11,16,13,68,903,1,89.70099667774086
8,40,92,47,934,1,79.49678800856532
1,46,19,124,846,1,82.03309692671395
2,43,29,56,51,1,0.0
11,33,18,20,282,2,64.71631205673759
15,4,52,81,418,2,69.25837320574162
0,44,55,98,300,1,43.333333333333336
2,26,76,147,995,0,80.65326633165829
19,22,81,14,882,1,81.97278911564626
1,39,22,68,157,2,25.79617834394905
8,13,61,75,325,0,58.76923076923077
18,14,32,61,229,2,47.816593886462876
14,42,17,118,774,1,78.42377260981912
17,32,72,36,342,2,49.70760233918129
10,30,32,133,633,2,74.17061611374407
15,34,31,25,844,2,85.24881516587678
16,16,60,7,224,0,46.65178571428571
4,27,53,3,172,2,40.116279069767444
11,18,16,20,276,0,72.82608695652175
10,45,18,148,951,1,81.12513144058886
14,22,90,24,493,1,66.93711967545639
2,31,69,142,862,2,77.90023201856148
0,39,98,42,477,0,62.78825995807128
19,12,33,36,132,1,18.939393939393938
15,19,83,41,814,0,80.0982800982801
1,34,24,91,707,0,82.67326732673267
1,4,67,60,681,2,84.58149779735683
2,8,73,141,114,2,0.0
7,28,73,67,330,0,50.75757575757576
14,5,87,52,844,0,82.40521327014218
6,24,84,83,440,2,60.56818181818181
5,30,10,33,477,0,82.91404612159329
8,21,90,75,667,2,73.7631184407796
19,1,15,96,974,0,89.47638603696099
0,44,89,147,861,2,73.46109175377468
7,4,60,29,156,0,39.42307692307693
2,26,93,87,597,2,69.93299832495812
3,24,79,6,708,0,82.48587570621469
14,7,6,35,311,1,80.06430868167203
5,0,15,37,970,1,95.51546391752578
14,19,98,51,208,0,13.461538461538453
2,43,15,142,314,1,50.796178343949045
13,22,39,139,517,0,67.60154738878143
19,31,11,142,251,0,33.66533864541833
13,10,34,92,982,1,87.67820773930754
3,38,20,106,204,0,33.33333333333334
11,46,49,125,62,2,0.0
16,23,42,48,346,0,61.70520231213873
6,10,99,20,945,0,85.60846560846561
8,28,16,14,883,1,90.82672706681767
2,25,31,13,547,2,85.55758683729434
12,15,40,41,646,0,83.43653250773994
14,34,5,14,841,0,89.179548156956
17,19,87,62,294,0,38.60544217687075
18,45,26,26,349,0,59.16905444126074
0,2,19,92,411,0,83.45498783454988
5,0,24,104,403,0,78.66004962779157
1,46,65,52,877,2,81.52793614595211
13,0,8,51,570,2,89.56140350877193
5,16,91,62,435,0,64.13793103448276
13,1,52,56,808,0,86.69554455445544
3,28,60,119,361,1,53.601108033241
7,19,37,51,463,2,77.32181425485962
2,5,2,106,327,2,79.66360856269114
18,7,83,42,799,0,81.1639549436796
13,28,69,134,764,2,73.29842931937173
19,47,96,116,808,2,67.51237623762376
16,32,54,3,796,1,82.97738693467336
7,2,0,132,642,1,87.07165109034268
13,34,69,79,405,2,54.19753086419753
5,4,44,40,574,2,86.06271777003485
15,26,97,131,888,2,73.93018018018019
18,43,46,1,65,0,0.0
13,11,78,148,94,1,0.0
18,19,25,42,370,0,70.13513513513513
2,44,13,81,700,1,82.35714285714286
9,19,53,107,375,1,59.2
18,8,70,136,197,1,5.583756345177662
8,38,45,25,404,2,67.6980198019802
19,3,30,81,285,1,60.35087719298245
12,18,87,82,752,0,76.1968085106383
6,37,58,130,662,1,71.22356495468279
13,26,94,72,154,0,0.0
8,44,28,99,523,1,69.50286806883365
18,42,95,48,811,1,73.11960542540075
14,12,16,144,445,2,69.88764044943821
19,12,13,62,495,0,79.79797979797979
13,21,35,54,655,1,81.7557251908397
5,27,57,33,269,1,53.90334572490706
3,46,23,104,859,0,82.53783469150174
7,44,62,104,900,1,78.44444444444444
16,21,90,68,491,2,61.812627291242364
8,42,24,14,694,0,84.14985590778097
0,18,58,2,922,2,90.67245119305856
19,7,31,2,716,0,88.75698324022346
13,7,81,101,77,0,0.0
10,41,17,3,843,0,88.13760379596678
2,25,36,87,524,1,76.90839694656489
8,47,25,44,677,0,80.28064992614476
13,25,8,44,354,0,73.58757062146893
8,22,98,74,795,0,76.85534591194968
3,42,63,8,454,2,70.04405286343612
3,12,71,144,562,0,70.2846975088968
7,27,19,117,551,1,76.04355716878403
1,8,53,64,397,0,75.06297229219143
8,19,85,130,289,0,32.69896193771626
13,18,82,25,619,2,76.17124394184168
8,47,29,25,896,1,85.71428571428572
15,38,52,22,744,1,79.83870967741936
16,11,91,29,386,1,60.10362694300518
15,14,98,9,75,0,0.0
11,30,62,71,458,0,64.08296943231441
2,13,10,63,126,1,48.412698412698404
10,10,30,149,978,1,85.7361963190184
13,25,48,142,266,2,31.39097744360903
17,41,99,122,377,1,32.22811671087533
4,26,93,104,886,0,78.3295711060948
15,10,86,73,823,0,79.64763061968408
19,37,18,147,72,0,0.0
4,33,11,104,805,2,85.03105590062111
2,42,14,46,719,1,85.53546592489569
11,18,30,86,767,0,84.09387222946545
0,5,42,52,359,2,78.96935933147633
8,45,36,128,648,2,71.6820987654321
8,37,78,1,316,0,52.53164556962025
3,48,28,57,464,2,71.01293103448276
2,41,25,146,695,2,76.4748201438849
16,27,1,71,316,0,65.50632911392405
1,0,83,139,382,2,59.55497382198953
0,34,14,26,829,0,90.59107358262968
7,39,3,28,499,0,82.06412825651303
12,7,85,14,614,2,79.39739413680782
14,46,49,128,660,0,68.18181818181819
7,6,37,59,296,0,69.76351351351352
11,10,22,106,85,1,0.0
11,38,58,2,450,0,69.33333333333334
13,3,89,114,77,1,0.0
14,24,74,145,269,1,21.74721189591078
14,11,27,51,455,1,78.68131868131869
8,25,65,59,663,1,77.67722473604826
18,37,7,33,824,2,86.04368932038835
19,45,28,95,320,2,43.43749999999999
7,11,10,88,785,0,89.23566878980891
18,42,17,59,700,0,79.21428571428572
5,36,54,18,841,0,84.89892984542212
19,45,49,110,560,2,62.589285714285715
18,23,13,21,335,1,71.94029850746269
3,15,73,127,503,2,67.19681908548708
6,12,98,34,811,2,82.12083847102343
3,24,8,106,883,0,88.3352208380521
11,3,98,127,366,0,48.63387978142077
12,10,10,82,639,0,85.91549295774648
2,31,62,137,346,1,47.687861271676304
11,48,75,142,387,1,37.98449612403101
1,6,66,138,356,2,58.98876404494382
1,45,52,110,477,1,62.9979035639413
8,10,38,89,400,0,71.625
0,27,77,23,560,1,76.96428571428572
7,40,55,76,574,1,70.90592334494774
5,22,27,100,907,1,86.76957001102535
5,44,74,131,541,1,60.16635859519408
17,22,38,12,957,0,88.4012539184953
16,49,24,97,643,0,72.31726283048212
11,27,20,119,58,2,0.0
5,42,9,36,546,2,81.6849816849817
7,46,42,47,774,2,80.81395348837209
18,25,14,0,609,1,85.63218390804597
9,24,82,59,610,1,72.8688524590164
0,28,47,139,870,0,81.7816091954023
12,18,85,148,489,2,57.055214723926376
16,32,20,138,601,0,71.8801996672213
2,35,59,43,924,2,85.17316017316017
7,13,95,114,841,2,77.94292508917955
13,13,49,107,787,2,81.19440914866581
2,34,22,43,157,1,37.261146496815286
15,29,12,77,294,2,57.82312925170068
12,27,68,24,304,2,52.46710526315789
19,16,3,131,82,1,0.0
16,2,91,115,72,2,0.0
12,15,77,118,894,1,79.58612975391499
5,45,71,143,615,1,64.22764227642276
16,29,8,9,870,0,89.88505747126436
13,28,34,108,98,1,0.0
16,44,20,34,511,1,73.5812133072407
7,14,57,133,639,1,75.19561815336463
10,45,17,18,385,2,70.51948051948052
19,24,96,7,994,0,82.54527162977867
0,37,71,9,407,2,67.81326781326781
6,41,80,28,171,1,2.0467836257309955
16,46,42,14,493,1,69.57403651115618
9,37,94,86,408,0,48.40686274509803
10,22,97,22,651,0,75.26881720430107
8,24,5,45,395,1,79.87341772151899
8,41,85,27,242,1,27.272727272727266
4,6,77,25,465,2,77.09677419354838
16,21,66,9,426,1,68.54460093896714
8,16,11,3,512,2,89.74609375
16,17,99,54,805,0,77.20496894409938
18,48,11,65,710,2,78.66197183098592
6,40,65,66,195,1,12.820512820512818
8,9,1,134,527,2,81.49905123339659
6,9,14,54,877,2,92.41733181299887
12,6,22,30,939,0,92.54526091586794
10,47,28,73,702,2,77.92022792022792
13,49,80,18,457,1,58.7527352297593
18,37,95,80,335,2,32.38805970149254
10,26,6,146,947,2,85.42766631467794
12,32,93,86,900,2,76.88888888888889
13,0,27,19,160,1,60.9375
12,43,13,12,669,2,83.93124065769805
0,33,43,76,928,1,85.9375
7,3,29,42,842,2,91.8646080760095
11,16,80,138,99,0,0.0
18,3,31,142,63,0,0.0
11,42,69,144,183,0,0.0
